Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Rodríguez-Torres J., López-López L., Cabrera-Martos I., Prados-Román E., Granados-Santiago M., Valenza M.C.",56921981900;57190571516;55445259200;57212386648;57201802636;26030172100;,Effects of an Individualized Comprehensive Rehabilitation Program on Impaired Postural Control in Women With Chronic Pelvic Pain: A Randomized Controlled Trial,2020,Archives of Physical Medicine and Rehabilitation,101,8,,1304,1312,,,10.1016/j.apmr.2020.02.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084679408&doi=10.1016%2fj.apmr.2020.02.019&partnerID=40&md5=fb8aaf737708bfefd6c93a3637349a61,Health status; Pelvic pain; Postural balance; Posture; Rehabilitation,abnormal posture; adult; anxiety disorder; Article; body position; Brief Pain Inventory; clinical article; controlled study; daily life activity; depression; effect size; ergonomics; European Quality of Life 5 Dimensions questionnaire; exercise; female; follow up; health status; human; massage; mini balance evaluation systems; mobilization; Oswestry Disability Index; pain severity; pelvis pain syndrome; physical activity; randomized controlled trial; rehabilitation care; self concept; single blind procedure; sitting; Spain; stretching exercise; timed up and go test; visual analog scale; analgesia; body equilibrium; chronic pain; disability; exercise test; middle aged; pain measurement; pathophysiology; pelvic pain; physiotherapy; Adult; Chronic Pain; Disability Evaluation; Exercise Test; Female; Health Status; Humans; Middle Aged; Pain Management; Pain Measurement; Pelvic Pain; Physical Functional Performance; Physical Therapy Modalities; Postural Balance; Single-Blind Method,Article,Final,,Scopus,2-s2.0-85084679408
"Yang K., Ahn C.R., Kim H.",56288251700;55417817400;57221454378;,Deep learning-based classification of work-related physical load levels in construction,2020,Advanced Engineering Informatics,45,,101104,,,,7,10.1016/j.aei.2020.101104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084361722&doi=10.1016%2fj.aei.2020.101104&partnerID=40&md5=be512a6c1848556bfcd63e65b2e7d7d6,Deep learning; Ergonomics; Long-short term memory; Physical loads; Wearable inertial measurement units; Work-related musculoskeletal disorders,Deep learning; Health risks; Construction workers; Health and safety; Inertial measurements; Loading condition; Non-fatal injuries; Physical demand; Short term memory; Work-related musculoskeletal disorder (WMSDs); Occupational risks,Article,Final,,Scopus,2-s2.0-85084361722
"Pedersen J., Schultz B.B., Madsen I.E.H., Solovieva S., Andersen L.L.",57214332329;57217099878;36632817300;6603868284;26634786600;,High physical work demands and working life expectancy in Denmark,2020,Occupational and Environmental Medicine,77,8,,576,582,,10,10.1136/oemed-2019-106359,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086260897&doi=10.1136%2foemed-2019-106359&partnerID=40&md5=da1f7c6700b87ea6ee2cf3c649d1f71d,Physical work,absenteeism; adult; aged; article; controlled study; decision making; Denmark; female; follow up; human; human experiment; knowledge base; life expectancy; male; manual labor; pension; risk factor; unemployment; worker; Denmark; disabled person; ergonomics; longitudinal study; medical leave; middle aged; occupation; occupational health; retirement; workload; Adult; Denmark; Disabled Persons; Ergonomics; Female; Humans; Longitudinal Studies; Male; Middle Aged; Occupational Health; Occupations; Retirement; Risk Factors; Sick Leave; Workload,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85086260897
"Wee I.J.Y., Kuo L.-J., Ngu J.C.-Y.",57200272099;7101601945;56032682100;,A systematic review of the true benefit of robotic surgery: Ergonomics,2020,International Journal of Medical Robotics and Computer Assisted Surgery,16,4, e2113,,,,4,10.1002/rcs.2113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085080503&doi=10.1002%2frcs.2113&partnerID=40&md5=52268e7c3e809d68710d26aae37845c0,ergonomics; laparoscopy; robotics,adult; ergonomics; female; human; human experiment; laparoscopic surgery; meta analysis; open surgery; physical stress; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; review; robot assisted surgery; surgeon; systematic review; workload,Review,Final,,Scopus,2-s2.0-85085080503
"Feng J., Song W., Zhan H., Bai J.",57218530684;57218529156;57218527195;57218532032;,Research on Testing System for an Intelligent and Connected Vehicle,2020,Journal of Physics: Conference Series,1576,1,12047,,,,,10.1088/1742-6596/1576/1/012047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089425680&doi=10.1088%2f1742-6596%2f1576%2f1%2f012047&partnerID=40&md5=0d913b58c5b2ca1e63fd52f22eca488d,,Artificial intelligence; Automobile drivers; Ergonomics; Network architecture; Safety testing; Security of data; Vehicles; Automatic driving; Computing platform; Integration architecture; Network connection; Perception systems; Real vehicle tests; Semi-physical simulations; Virtual simulations; Integration testing,Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85089425680
"Naqvi W.M., Vaidya L., Kumar K.",57217059005;57218895983;56896285200;,Impact of low back pain on fear of movement and functional activities,2020,International Journal of Research in Pharmaceutical Sciences,11,3,,4830,4835,,1,10.26452/ijrps.v11i3.2779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090644884&doi=10.26452%2fijrps.v11i3.2779&partnerID=40&md5=1d6c07b9692d7f696453d3aad46c61ac,Kinesiophobia; Low back pain (LBP); Tampa scale,adult; aged; Article; clinical article; comparative study; cross-sectional study; ergonomics; female; health survey; human; Likert scale; low back pain; male; musculoskeletal disease assessment; musculoskeletal system; numeric rating scale; pain severity; physical activity; scoring system; tampa scale,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85090644884
"M. Noor M.H.H., Raja Ghazilla R.A.",57204073699;57204062289;,Physical ergonomics awareness in an offshore processing platform among Malaysian oil and gas workers,2020,International Journal of Occupational Safety and Ergonomics,26,3,,521,537,,1,10.1080/10803548.2018.1480341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054344862&doi=10.1080%2f10803548.2018.1480341&partnerID=40&md5=962f2733b8b4e431b67232ee242f9c90,ergonomics awareness; Malaysia; offshore; oil and gas; physical ergonomics; processing equipment,"adult; article; awareness; ergonomics; female; human; human experiment; Malaysia; male; perception; questionnaire; worker; workplace; equipment design; Malaysia; occupational accident; oil industry; Accidents, Occupational; Equipment Design; Ergonomics; Humans; Malaysia; Oil and Gas Industry; Surveys and Questionnaires; Workplace",Article,Final,,Scopus,2-s2.0-85054344862
"Nelson-Wong E., Gallagher K., Johnson E., Antonioli C., Ferguson A., Harris S., Johnson H., Miller J.B.",23492899200;36664498500;57216855420;57216865390;57216851975;57216869072;57216863482;57216857658;,Increasing standing tolerance in office workers with standing-induced back pain,2020,Ergonomics,63,7,,804,817,,,10.1080/00140139.2020.1761034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085001127&doi=10.1080%2f00140139.2020.1761034&partnerID=40&md5=0c4802738fab9569a52fc475ba3f1d5d,low back pain; sedentary work; standing desks; standing intolerance; Standing work,Anthropometry; Biophysics; Health; Office buildings; Ground reaction forces; Healthy people; Intraclass correlation coefficients; Office workers; Physical activity; Post interventions; Structured approach; Visual analog scale; Scales (weighing instruments); adult; body position; devices; ergonomics; female; furniture; human; low back pain; male; middle aged; occupational disease; pain measurement; pathophysiology; time factor; young adult; Adult; Ergonomics; Female; Humans; Interior Design and Furnishings; Low Back Pain; Male; Middle Aged; Occupational Diseases; Pain Measurement; Posture; Standing Position; Time Factors; Young Adult,Article,Final,,Scopus,2-s2.0-85085001127
"Habibi E., Salehi M., Yadegarfar G., Taheri A.",24780345100;57201188270;24476797500;57201182638;,Optimization of the ANFIS using a genetic algorithm for physical work rate classification,2020,International Journal of Occupational Safety and Ergonomics,26,3,,436,443,,6,10.1080/10803548.2018.1435445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043690235&doi=10.1080%2f10803548.2018.1435445&partnerID=40&md5=19bd04b10e52f16a21437ebf753958ae,adaptive neuro-fuzzy inference system; classification; optimization; physical work rate,adult; article; classification; clinical article; data analysis software; fuzzy system; genetic algorithm; heart rate; human; human experiment; male; manual labor; oxygen consumption; sensitivity and specificity; algorithm; ergonomics; exercise test; fuzzy logic; physiology; procedures; work; Adult; Algorithms; Ergonomics; Exercise Test; Fuzzy Logic; Heart Rate; Humans; Male; Oxygen Consumption; Sensitivity and Specificity; Work,Article,Final,,Scopus,2-s2.0-85043690235
"Koshy K., Syed H., Luckiewicz A., Alsoof D., Koshy G., Harry L.",57191831209;57204616536;57217891482;57211452154;57216893646;8755352700;,Interventions to improve ergonomics in the operating theatre: A systematic review of ergonomics training and intra-operative microbreaks,2020,Annals of Medicine and Surgery,55,,,135,142,,5,10.1016/j.amsu.2020.02.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085218795&doi=10.1016%2fj.amsu.2020.02.008&partnerID=40&md5=c2a33502dd4a4f498c2e8d4d0d6eefe1,Ergonomics; Musculoskeletal injury; Occupational injury; Operating theatre; Surgical ergonomics,accuracy; ergonomics; exercise; follow up; human; intra operative microbreak; measurement precision; musculoskeletal injury; musculoskeletal pain; occupational accident; occupational hazard; outcome assessment; physical performance; priority journal; randomized controlled trial (topic); Review; robot assisted surgery; surgical technique; systematic review; training; workforce,Review,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85085218795
"Wibneh A., Singh A.K., Karmakar S.",57219119927;57199212060;55189564600;,"Anthropometric measurement and comparative analysis of ethiopian army personnel across age, ethnicity, and nationality",2020,Defence Science Journal,70,4,,383,396,,2,10.14429/DSJ.70.15435,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091334178&doi=10.14429%2fDSJ.70.15435&partnerID=40&md5=4c53650b629e0ef5b6aa77eb437cf74b,Army workspace; Body dimension; Ergonomic design; PCA; Physical measurement,Database systems; Ergonomics; Personnel; Topography; Anthropometric data; Anthropometric measurement; Comparative analysis; Ergonomic design; Living conditions; Physical measurement; Reliability assessments; Standard deviation; Anthropometry,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85091334178
"Alias A.N., Karuppiah K., How V., Perumal V., Tamrin S.B.M., Naeini H.S.",57008845100;37053785500;56003813100;57209796672;16317691100;57211802098;,The perception on school footwear comfort among primary school female teachers in Terengganu,2020,International Journal of Pharmaceutical Research,12,3,,2085,2093,,,10.31838/ijpr/2020.12.03.288,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090636212&doi=10.31838%2fijpr%2f2020.12.03.288&partnerID=40&md5=9561b8ba2bc9fcdccd1dd986aaa4c9b0,Comfort; Ergonomic Intervention; Feet Discomfort; Female Teacher; Footwear Perception; Primary School,adult; Article; body mass; body weight; comfort; ergonomics; family income; fatigue; female; foot pain; forefoot; human; middle aged; obesity; perception; physical activity; primary school; quality of life; questionnaire; school teacher; sleep time,Article,Final,,Scopus,2-s2.0-85090636212
"Desai V.S., Anand S.",57218122227;57218128327;,Prevalence of piriformis tightness with relevance of sitting duration in bankers,2020,Indian Journal of Forensic Medicine and Toxicology,14,3,,767,772,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087941200&partnerID=40&md5=a712622f6d7daea179fe232a0df91884,Demographic data; Ergonomic risk factor; Physical anthropometrics; Physical anthropometrics. piriformis stretch test; Piriformis tightness; Precipitating factor,adult; anthropometry; Article; bank employee; body mass; electromyography; female; goniometry; human; knee function; major clinical study; male; muscle strength; physical activity; physical inactivity; prevalence; pyriform sinus; questionnaire; risk factor; sedentary lifestyle; sitting; visual analog scale; waist circumference,Article,Final,,Scopus,2-s2.0-85087941200
"Forthin R., Marko L.",57218691434;57218692041;,More safety in the mobilization of people through ergomotricity [Plus de sécurité dans la mobilisation des personnes par l'ergomotricité],2020,Soins Aides - Soignantes,17,95,,10,12,,,10.1016/j.sasoi.2020.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090063806&doi=10.1016%2fj.sasoi.2020.07.003&partnerID=40&md5=7c515f03673e45730d5be6af442d2a76,ergomotricité; formation; mobilisation; niveau d''assistance; trouble musculo-squelettique,Article; caregiver; ergonomics; health practitioner; human; mobilization; motoneuron; musculoskeletal disease; neuromuscular facilitation; patient comfort; physical activity; psychomotor activity; standardization; workload,Article,Final,,Scopus,2-s2.0-85090063806
"Bansal D., Asrar M.M., Ghai B., Pushpendra D.",55312057200;57216350737;34771031400;57218284349;,Prevalence and impact of low back pain in a community-based population in Northern India,2020,Pain Physician,23,4,,E389,E398,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088566489&partnerID=40&md5=7a15de58127350b04483f68904244e48,Incidence; Low back pain; Pain intensity; Prevalence; Quality of life,adult; anxiety; Article; clinical outcome; cross-sectional study; demography; depression; ergonomics; exercise; female; health education; human; incidence; India; interview; job satisfaction; knowledge; low back pain; major clinical study; male; mental disease; numeric rating scale; obesity; pain intensity; physical activity; prevalence; quality of life; risk factor; sleep; social life; structured questionnaire; walking; weight lifting; work environment; adolescent; aged; disabled person; health survey; independent living; low back pain; middle aged; pain measurement; physiology; prevalence; procedures; psychology; young adult; Adolescent; Adult; Aged; Cross-Sectional Studies; Disabled Persons; Female; Humans; Incidence; Independent Living; India; Low Back Pain; Male; Middle Aged; Pain Measurement; Population Surveillance; Prevalence; Quality of Life; Risk Factors; Sleep; Young Adult,Article,Final,,Scopus,2-s2.0-85088566489
